control_id,template,line,kind,tag,label_or_expression,element_id,name,type,destination_or_expression,form_action,form_method,handlers,explicit_disabled,review_candidates,functional_status
CONTROL-00812,templates/pages/ia/review_workspace.html,228,link,a,Download Document (PDF/Doc),,,,/api/evidence/{{ ev.id }}/file?download=1,,,{},False,,Not individually executed
CONTROL-00813,templates/pages/ia/review_workspace.html,351,field,input,,,evidence_exists,checkbox,,/ia/verification/{{ act.id }}/verify,POST,{},False,,Not individually executed
CONTROL-00814,templates/pages/ia/review_workspace.html,360,field,input,,,attendance_valid,checkbox,,/ia/verification/{{ act.id }}/verify,POST,{},False,,Not individually executed
CONTROL-00815,templates/pages/ia/review_workspace.html,369,field,input,,,ssa_uploaded,checkbox,,/ia/verification/{{ act.id }}/verify,POST,{},False,,Not individually executed
CONTROL-00816,templates/pages/ia/review_workspace.html,378,field,input,,,correct_school,checkbox,,/ia/verification/{{ act.id }}/verify,POST,{},False,,Not individually executed
CONTROL-00817,templates/pages/ia/review_workspace.html,387,field,input,,,correct_cluster,checkbox,,/ia/verification/{{ act.id }}/verify,POST,{},False,,Not individually executed
CONTROL-00818,templates/pages/ia/review_workspace.html,396,field,input,,,correct_intervention,checkbox,,/ia/verification/{{ act.id }}/verify,POST,{},False,,Not individually executed
CONTROL-00819,templates/pages/ia/review_workspace.html,405,field,input,,,sf_id_entered,checkbox,,/ia/verification/{{ act.id }}/verify,POST,{},False,,Not individually executed
CONTROL-00820,templates/pages/ia/review_workspace.html,414,field,input,,,duplicate_check_passed,checkbox,,/ia/verification/{{ act.id }}/verify,POST,{},False,,Not individually executed
CONTROL-00821,templates/pages/ia/review_workspace.html,423,field,input,,,analytics_ready,checkbox,,/ia/verification/{{ act.id }}/verify,POST,{},False,,Not individually executed
CONTROL-00822,templates/pages/ia/review_workspace.html,435,button,button,Clear Activity,,,submit,,,,{},False,,Not individually executed
CONTROL-00823,templates/pages/ia/review_workspace.html,442,button,button,Return for Correction,,,button,,,,"{""@click"": ""openReturn($event)""}",False,,Not individually executed
CONTROL-00824,templates/pages/ia/review_workspace.html,469,button,button,Close return panel,,,button,,,,"{""@click"": ""closeReturn()""}",False,,Not individually executed
CONTROL-00825,templates/pages/ia/review_workspace.html,482,field,input,{{ reason }},,reasons,checkbox,,/ia/verification/{{ act.id }}/return,POST,{},False,,Not individually executed
CONTROL-00826,templates/pages/ia/review_workspace.html,491,field,textarea,Details of corrections required e.g. Attendance sheet uploaded has only 14 teachers but activity recorded 25 participants.,ia-return-comments,comment,,,/ia/verification/{{ act.id }}/return,POST,{},False,,Not individually executed
CONTROL-00827,templates/pages/ia/review_workspace.html,502,button,button,Confirm & Return,,,submit,,,,{},False,,Not individually executed
CONTROL-00828,templates/pages/ia/review_workspace.html,509,button,button,Cancel,,,button,,,,"{""@click"": ""closeReturn()""}",False,,Not individually executed
CONTROL-00829,templates/pages/ia/review_workspace.html,531,button,button,Close,,,,,,,"{""@click"": ""zoomActive = false""}",False,,Not individually executed
CONTROL-00830,templates/pages/ia/school_evidence.html,27,button,button,{{ action.label }},,,button,{{ action.drawer }},,,"{""hx-get"": ""{{ action.drawer }}"", ""hx-target"": ""#drawer-container"", ""hx-swap"": ""innerHTML""}",False,,Not individually executed
CONTROL-00831,templates/pages/ia/school_evidence.html,40,link,a,{{ item.label }},,,,{{ item.url }},,,{},False,,Not individually executed
CONTROL-00832,templates/pages/ia/school_evidence.html,53,field,select,{{ field.blank }} {{ option.1 }},,{{ field.name }},,,,get,"{""@change"": ""$el.form.requestSubmit()""}",False,,Not individually executed
CONTROL-00833,templates/pages/ia/school_evidence.html,65,link,a,Download the template,,,,/ia/school-evidence/learning/template.csv,,,{},False,,Not individually executed
CONTROL-00834,templates/pages/ia/school_evidence.html,70,field,input,,ia-learning-file,results_file,file,,/ia/school-evidence/learning/upload,post,{},False,,Not individually executed
CONTROL-00835,templates/pages/ia/school_evidence.html,71,button,button,Upload results,,,submit,,/ia/school-evidence/learning/upload,post,{},False,,Not individually executed
CONTROL-00836,templates/pages/ia/stories.html,32,field,select,{{ field.blank }} {{ option.1 }},,{{ field.name }},,,,get,"{""@change"": ""$el.form.requestSubmit()""}",False,,Not individually executed
CONTROL-00837,templates/pages/ia/verification_analytics.html,17,link,a,Export decisions,,,,/ia/analytics/export?window={{ window_days }},,,{},False,,Not individually executed
CONTROL-00838,templates/pages/ia/verification_analytics.html,24,field,select,Last {{ opt }} days,,window,,,/ia/analytics/,get,{},False,,Not individually executed
CONTROL-00839,templates/pages/ia/verification_analytics.html,28,button,button,Show,,,submit,,/ia/analytics/,get,{},False,,Not individually executed
CONTROL-00840,templates/pages/ia/verification_history.html,63,link,a,Workspace,,,,/ia/verification/{{ item.id }}/,,,{},False,,Not individually executed
CONTROL-00841,templates/pages/ia/verification_history.html,64,link,a,View audit timeline,,,,/activities/{{ item.id }}/timeline/,,,{},False,,Not individually executed
CONTROL-00842,templates/pages/ia/verification_queue.html,55,field,select,All FYs FY {{ option }},ia-filter-fy,fy,,,/ia/verification/,get,{},False,,Not individually executed
CONTROL-00843,templates/pages/ia/verification_queue.html,65,field,select,All types School Visit Training Cluster Meeting Core Visit Core Training,ia-filter-type,activity_type,,,/ia/verification/,get,{},False,,Not individually executed
CONTROL-00844,templates/pages/ia/verification_queue.html,77,field,input,"Kampala, Masaka…",ia-filter-district,district,text,,/ia/verification/,get,{},False,,Not individually executed
CONTROL-00845,templates/pages/ia/verification_queue.html,84,button,button,Advanced filters · Applied,,,button,,/ia/verification/,get,"{""@click"": ""$refs.advancedFilters.showModal()""}",False,,Not individually executed
CONTROL-00846,templates/pages/ia/verification_queue.html,89,button,button,Close advanced filters,,,button,,/ia/verification/,get,"{""@click"": ""$refs.advancedFilters.close()""}",False,,Not individually executed
CONTROL-00847,templates/pages/ia/verification_queue.html,94,field,select,All quarters Q1 Q2 Q3 Q4,ia-filter-quarter,quarter,,,/ia/verification/,get,{},False,,Not individually executed
CONTROL-00848,templates/pages/ia/verification_queue.html,104,field,select,All schools Core schools only,ia-filter-scope,core_school,,,/ia/verification/,get,{},False,,Not individually executed
CONTROL-00849,templates/pages/ia/verification_queue.html,111,field,input,Filter by CCEO name…,ia-filter-staff,staff,text,,/ia/verification/,get,{},False,,Not individually executed
CONTROL-00850,templates/pages/ia/verification_queue.html,115,button,button,Apply filters,,,button,,/ia/verification/,get,"{""@click"": ""$refs.advancedFilters.close()""}",False,,Not individually executed
CONTROL-00851,templates/pages/ia/verification_queue.html,120,link,a,Clear Filters,,,,/ia/verification/,/ia/verification/,get,{},False,,Not individually executed
CONTROL-00852,templates/pages/ia/verification_samples.html,25,button,button,Draw this week now,,,submit,,/ia/samples/draw,post,{},False,,Not individually executed
CONTROL-00853,templates/pages/ia/verification_samples.html,48,field,select,All outcomes Pending Confirmed Disputed,,status,,,,get,"{""@change"": ""$el.form.requestSubmit()""}",False,,Not individually executed
CONTROL-00854,templates/pages/ia/verification_samples.html,57,field,select,Activities and SSA Verified activities Confirmed SSA,,subject,,,,get,"{""@change"": ""$el.form.requestSubmit()""}",False,,Not individually executed
CONTROL-00855,templates/pages/ia/verification_samples.html,84,link,a,,,,,{{ s.record_url }},,,{},False,,Not individually executed
CONTROL-00856,templates/pages/ia/verification_samples.html,94,field,input,What you found,note-{{ s.id }},note,text,,/ia/samples/{{ s.id }}/outcome,post,{},False,,Not individually executed
CONTROL-00857,templates/pages/ia/verification_samples.html,95,button,button,Confirm,,status,submit,,/ia/samples/{{ s.id }}/outcome,post,{},False,,Not individually executed
CONTROL-00858,templates/pages/ia/verification_samples.html,96,button,button,Dispute,,status,submit,,/ia/samples/{{ s.id }}/outcome,post,{},False,,Not individually executed
CONTROL-00859,templates/pages/ia/verification_samples.html,100,button,button,Field back-check,,,submit,,/ia/samples/{{ s.id }}/field-check,post,{},False,,Not individually executed
CONTROL-00860,templates/pages/ia/verification_samples.html,103,link,a,Request visit,,,,/ia/samples/?status=pending&visit={{ s.school_code|urlencode }},,,{},False,,Not individually executed
CONTROL-00861,templates/pages/ia/verification_samples.html,108,field,input,What was corrected,resolve-{{ s.id }},note,text,,/ia/samples/{{ s.id }}/resolve,post,{},False,,Not individually executed
CONTROL-00862,templates/pages/ia/verification_samples.html,109,button,button,Resolve,,,submit,,/ia/samples/{{ s.id }}/resolve,post,{},False,,Not individually executed
CONTROL-00863,templates/pages/leave/leave_approvals.html,25,field,select,Type,,type,,,,GET,"{""@change"": ""$el.form.requestSubmit()""}",False,,Not individually executed
CONTROL-00864,templates/pages/leave/leave_approvals.html,39,field,select,Status,,status,,,,GET,"{""@change"": ""$el.form.requestSubmit()""}",False,,Not individually executed
CONTROL-00865,templates/pages/leave/leave_approvals.html,52,link,a,Clear,,,,                                    ,,GET,{},False,,Not individually executed
CONTROL-00866,templates/pages/leave/leave_policies.html,60,field,input,Entitlement,,entitlement,number,,                                   ,POST,{},False,,Not individually executed
CONTROL-00867,templates/pages/leave/leave_policies.html,72,field,select,Approver role,,approver_role,,,                                   ,POST,{},False,,Not individually executed
CONTROL-00868,templates/pages/leave/leave_policies.html,87,field,select,Requires attachment,,requires_attachment,,,                                   ,POST,{},False,,Not individually executed
CONTROL-00869,templates/pages/leave/leave_policies.html,98,field,select,Weekends count,,weekends_count,,,                                   ,POST,{},False,,Not individually executed
CONTROL-00870,templates/pages/leave/leave_policies.html,110,button,button,Update Policy,,,submit,,                                   ,POST,{},False,,Not individually executed
CONTROL-00871,templates/pages/leave/leave_policies.html,170,field,input,e.g. Independence Day,,holiday_name,text,,                                   ,POST,{},False,,Not individually executed
CONTROL-00872,templates/pages/leave/leave_policies.html,181,field,input,Holiday date,,holiday_date,date,,                                   ,POST,{},False,,Not individually executed
CONTROL-00873,templates/pages/leave/leave_policies.html,189,button,button,Add Holiday,,,submit,,                                   ,POST,{},False,,Not individually executed
CONTROL-00874,templates/pages/leave/leave_tracker.html,18,link,a,Clear search,,,,                                  ,,,{},False,,Not individually executed
CONTROL-00875,templates/pages/leave/leave_tracker.html,144,link,a,View full report →,,,,                                      ,,,{},False,,Not individually executed
CONTROL-00876,templates/pages/leave/personal_time_off.html,48,link,a,Team calendar,,,,                                   ,,,{},False,,Not individually executed
CONTROL-00877,templates/pages/leave/personal_time_off.html,54,button,button,Request leave,,,button,,,,"{""@click"": ""openRequestDrawer()""}",False,,Not individually executed
CONTROL-00878,templates/pages/leave/personal_time_off.html,74,disclosure,summary,Leave guidance and policy,,,,,,,{},False,,Not individually executed
CONTROL-00879,templates/pages/leave/personal_time_off.html,75,link,a,View leave policy,,,,                                   ,,,{},False,,Not individually executed
CONTROL-00880,templates/pages/leave/personal_time_off.html,103,tab,button,Upcoming {{ upcoming_requests_count }},pto-tab-upcoming,,button,,,,"{""@click"": ""setTab('upcoming')""}",False,,Not individually executed
CONTROL-00881,templates/pages/leave/personal_time_off.html,104,tab,button,Past {{ past_requests_count }},pto-tab-past,,button,,,,"{""@click"": ""setTab('past')""}",False,,Not individually executed
CONTROL-00882,templates/pages/leave/personal_time_off.html,105,tab,button,All {{ leaves|length }},pto-tab-all,,button,,,,"{""@click"": ""setTab('all')""}",False,,Not individually executed
CONTROL-00883,templates/pages/leave/personal_time_off.html,137,button,button,Request leave,,,button,,,,"{""@click"": ""openRequestDrawer()""}",False,,Not individually executed
CONTROL-00884,templates/pages/leave/personal_time_off.html,151,button,button,Request leave,,,button,,,,"{""@click"": ""openRequestDrawer()""}",False,,Not individually executed
CONTROL-00885,templates/pages/leave/personal_time_off.html,206,button,button,Accept,,,submit,,                                                      ,POST,{},False,,Not individually executed
CONTROL-00886,templates/pages/leave/personal_time_off.html,210,button,button,Decline,,,submit,,                                                       ,POST,{},False,,Not individually executed
CONTROL-00887,templates/pages/leave/personal_time_off.html,265,link,a,View all →,,,,                                    ,,,{},False,,Not individually executed
CONTROL-00888,templates/pages/leave/personal_time_off.html,294,link,a,Review {{ conf.type }} conflict,,,,/planning,,,{},False,,Not individually executed
CONTROL-00889,templates/pages/leave/personal_time_off.html,310,link,a,Full report →,,,,                                      ,,,{},False,,Not individually executed
CONTROL-00890,templates/pages/leave/personal_time_off.html,341,link,a,Manage tracker,,,,                                  ,,,{},False,,Not individually executed
